StoreNum,Last,First,HireDate,FireDate,Position,FullTime,EmpId,City,State,Zip,Street,ReceiptNumber,SaleDate,Weekend,isCash,Receipt,Quantity,Item,Id,Flavor,Food,Price,Type
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,475,2000-01-06,False,True,475,4,46,46,Chocolate,Coffee,2.45,Drink
18,LAZZARA,ROSALBA,2000-01-28,2000-01-30,Manager,True,18,Phoenix,AZ,85016,2400 Camelback Rd,180,2000-01-03,False,False,180,4,46,46,Chocolate,Coffee,2.45,Drink
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,3,46,46,Chocolate,Coffee,2.45,Drink
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,3,46,46,Chocolate,Coffee,2.45,Drink
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,3,46,46,Chocolate,Coffee,2.45,Drink
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,468,2000-01-19,False,True,468,3,46,46,Chocolate,Coffee,2.45,Drink
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,991,2000-01-12,False,False,991,5,46,46,Chocolate,Coffee,2.45,Drink
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,788,2000-01-13,False,False,788,4,46,46,Chocolate,Coffee,2.45,Drink
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,788,2000-01-13,False,False,788,4,46,46,Chocolate,Coffee,2.45,Drink
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,788,2000-01-13,False,False,788,4,46,46,Chocolate,Coffee,2.45,Drink
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,788,2000-01-13,False,False,788,4,46,46,Chocolate,Coffee,2.45,Drink
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,788,2000-01-13,False,False,788,4,46,46,Chocolate,Coffee,2.45,Drink
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,788,2000-01-13,False,False,788,4,46,46,Chocolate,Coffee,2.45,Drink
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,788,2000-01-13,False,False,788,4,46,46,Chocolate,Coffee,2.45,Drink
12,SPURZEM,BRITTNEY,2000-01-25,2000-01-26,Manager,True,12,Stockton,CA,95208,300 Oak St,187,2000-01-12,False,False,187,3,46,46,Chocolate,Coffee,2.45,Drink
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,148,2000-01-08,True,False,148,4,0,0,Chocolate,Cake,8.95,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,148,2000-01-08,True,False,148,4,0,0,Chocolate,Cake,8.95,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,148,2000-01-08,True,False,148,4,0,0,Chocolate,Cake,8.95,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,148,2000-01-08,True,False,148,4,0,0,Chocolate,Cake,8.95,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,516,2000-01-08,True,False,516,4,0,0,Chocolate,Cake,8.95,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,516,2000-01-08,True,False,516,4,0,0,Chocolate,Cake,8.95,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,516,2000-01-08,True,False,516,4,0,0,Chocolate,Cake,8.95,Food
7,TOLMAN,BRICE,2000-01-17,2000-01-25,Manager,True,7,San Jose,CA,95106,200 Keyes St,808,2000-01-20,False,False,808,1,0,0,Chocolate,Cake,8.95,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,458,2000-01-14,True,False,458,2,0,0,Chocolate,Cake,8.95,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,588,2000-01-01,True,False,588,2,0,0,Chocolate,Cake,8.95,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,588,2000-01-01,True,False,588,2,0,0,Chocolate,Cake,8.95,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,588,2000-01-01,True,False,588,2,0,0,Chocolate,Cake,8.95,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,642,2000-01-05,False,False,642,5,0,0,Chocolate,Cake,8.95,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,385,2000-01-11,False,True,385,2,0,0,Chocolate,Cake,8.95,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,385,2000-01-11,False,True,385,2,0,0,Chocolate,Cake,8.95,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,385,2000-01-11,False,True,385,2,0,0,Chocolate,Cake,8.95,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,385,2000-01-11,False,True,385,2,0,0,Chocolate,Cake,8.95,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,332,2000-01-28,True,False,332,3,0,0,Chocolate,Cake,8.95,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,332,2000-01-28,True,False,332,3,0,0,Chocolate,Cake,8.95,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,332,2000-01-28,True,False,332,3,0,0,Chocolate,Cake,8.95,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,332,2000-01-28,True,False,332,3,0,0,Chocolate,Cake,8.95,Food
1,COCOROS,ADAN,2000-08-19,2000-01-25,Manager,True,1,San Francisco,CA,94171,150 Hayes St,501,2000-06-14,False,False,501,3,0,0,Chocolate,Cake,8.95,Food
7,TOLMAN,BRICE,2000-01-17,2000-01-25,Manager,True,7,San Jose,CA,95106,200 Keyes St,924,2000-01-22,True,True,924,4,0,0,Chocolate,Cake,8.95,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,1,0,0,Chocolate,Cake,8.95,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,1,0,0,Chocolate,Cake,8.95,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,1,0,0,Chocolate,Cake,8.95,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,1,0,0,Chocolate,Cake,8.95,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,797,2000-01-01,True,True,797,1,0,0,Chocolate,Cake,8.95,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,896,2000-01-27,False,False,896,1,0,0,Chocolate,Cake,8.95,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,297,2000-01-12,False,False,297,5,0,0,Chocolate,Cake,8.95,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,297,2000-01-12,False,False,297,5,0,0,Chocolate,Cake,8.95,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,297,2000-01-12,False,False,297,5,0,0,Chocolate,Cake,8.95,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,297,2000-01-12,False,False,297,5,0,0,Chocolate,Cake,8.95,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,297,2000-01-12,False,False,297,5,0,0,Chocolate,Cake,8.95,Food
10,DURNEY,FELIPE,2000-01-07,2000-01-18,Manager,True,10,Bakersfield,CA,93308,1850 Truxtun Ave,992,2000-01-12,False,False,992,1,0,0,Chocolate,Cake,8.95,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,442,2000-01-27,False,False,442,2,0,0,Chocolate,Cake,8.95,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,442,2000-01-27,False,False,442,2,0,0,Chocolate,Cake,8.95,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,442,2000-01-27,False,False,442,2,0,0,Chocolate,Cake,8.95,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,442,2000-01-27,False,False,442,2,0,0,Chocolate,Cake,8.95,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,142,2000-01-08,True,True,142,1,0,0,Chocolate,Cake,8.95,Food
9,DIERCKS,MAEGAN,2000-01-25,2000-01-26,Manager,True,9,Monterey,CA,93943,730 Park Ave,178,2000-01-21,True,True,178,1,0,0,Chocolate,Cake,8.95,Food
9,BULOSAN,JAMIE,2000-01-21,2000-01-26,Shift Manager,True,34,Monterey,CA,93943,730 Park Ave,178,2000-01-21,True,True,178,1,0,0,Chocolate,Cake,8.95,Food
9,PIEPENBURG,ROLF,2000-01-20,2000-01-25,Shift Manager,True,35,Monterey,CA,93943,730 Park Ave,178,2000-01-21,True,True,178,1,0,0,Chocolate,Cake,8.95,Food
9,FERDIN,ERICA,2000-01-02,2000-01-04,Shift Manager,True,36,Monterey,CA,93943,730 Park Ave,178,2000-01-21,True,True,178,1,0,0,Chocolate,Cake,8.95,Food
9,THIRY,SILVANA,2000-01-02,2000-01-29,Barista,True,37,Monterey,CA,93943,730 Park Ave,178,2000-01-21,True,True,178,1,0,0,Chocolate,Cake,8.95,Food
9,LOPATA,NICHOL,2000-01-27,2000-01-28,Shift Manager,True,38,Monterey,CA,93943,730 Park Ave,178,2000-01-21,True,True,178,1,0,0,Chocolate,Cake,8.95,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,998,2000-01-21,True,False,998,5,0,0,Chocolate,Cake,8.95,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,998,2000-01-21,True,False,998,5,0,0,Chocolate,Cake,8.95,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,998,2000-01-21,True,False,998,5,0,0,Chocolate,Cake,8.95,Food
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,500,2000-01-28,True,True,500,1,0,0,Chocolate,Cake,8.95,Food
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,500,2000-01-28,True,True,500,1,0,0,Chocolate,Cake,8.95,Food
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,500,2000-01-28,True,True,500,1,0,0,Chocolate,Cake,8.95,Food
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,500,2000-01-28,True,True,500,1,0,0,Chocolate,Cake,8.95,Food
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,500,2000-01-28,True,True,500,1,0,0,Chocolate,Cake,8.95,Food
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,500,2000-01-28,True,True,500,1,0,0,Chocolate,Cake,8.95,Food
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,500,2000-01-28,True,True,500,1,0,0,Chocolate,Cake,8.95,Food
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,339,2000-01-22,True,True,339,2,0,0,Chocolate,Cake,8.95,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,944,2000-01-16,False,False,944,4,0,0,Chocolate,Cake,8.95,Food
7,TOLMAN,BRICE,2000-01-17,2000-01-25,Manager,True,7,San Jose,CA,95106,200 Keyes St,54,2000-01-23,False,False,54,2,0,0,Chocolate,Cake,8.95,Food
16,WORDLOW,WILL,2000-01-09,2000-01-14,Manager,True,16,Reno,NV,89507,446 Center St,48,2000-01-03,False,False,48,3,0,0,Chocolate,Cake,8.95,Food
10,DURNEY,FELIPE,2000-01-07,2000-01-18,Manager,True,10,Bakersfield,CA,93308,1850 Truxtun Ave,989,2000-01-12,False,True,989,3,0,0,Chocolate,Cake,8.95,Food
20,DEBRECHT,JERALD,2000-01-04,2000-01-19,Manager,True,20,Tucson,AZ,85701,1900 Speedway Blvd,644,2000-01-07,True,True,644,3,0,0,Chocolate,Cake,8.95,Food
20,BARRIE,RENE,2000-01-20,2000-01-28,Manager,True,21,Tucson,AZ,85701,1900 Speedway Blvd,644,2000-01-07,True,True,644,3,0,0,Chocolate,Cake,8.95,Food
20,BRANDSTETTER,MOISES,2000-01-04,2000-01-10,Shift Manager,True,50,Tucson,AZ,85701,1900 Speedway Blvd,644,2000-01-07,True,True,644,3,0,0,Chocolate,Cake,8.95,Food
8,MARSCHALL,WYATT,2000-01-04,2000-01-30,Manager,True,8,Santa Barbara,CA,93108,1337 Anacapa St,554,2000-01-17,False,False,554,4,0,0,Chocolate,Cake,8.95,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,886,2000-01-11,False,True,886,4,0,0,Chocolate,Cake,8.95,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,886,2000-01-11,False,True,886,4,0,0,Chocolate,Cake,8.95,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,886,2000-01-11,False,True,886,4,0,0,Chocolate,Cake,8.95,Food
9,DIERCKS,MAEGAN,2000-01-25,2000-01-26,Manager,True,9,Monterey,CA,93943,730 Park Ave,849,2000-01-09,False,False,849,2,0,0,Chocolate,Cake,8.95,Food
9,BULOSAN,JAMIE,2000-01-21,2000-01-26,Shift Manager,True,34,Monterey,CA,93943,730 Park Ave,849,2000-01-09,False,False,849,2,0,0,Chocolate,Cake,8.95,Food
9,PIEPENBURG,ROLF,2000-01-20,2000-01-25,Shift Manager,True,35,Monterey,CA,93943,730 Park Ave,849,2000-01-09,False,False,849,2,0,0,Chocolate,Cake,8.95,Food
9,FERDIN,ERICA,2000-01-02,2000-01-04,Shift Manager,True,36,Monterey,CA,93943,730 Park Ave,849,2000-01-09,False,False,849,2,0,0,Chocolate,Cake,8.95,Food
9,THIRY,SILVANA,2000-01-02,2000-01-29,Barista,True,37,Monterey,CA,93943,730 Park Ave,849,2000-01-09,False,False,849,2,0,0,Chocolate,Cake,8.95,Food
9,LOPATA,NICHOL,2000-01-27,2000-01-28,Shift Manager,True,38,Monterey,CA,93943,730 Park Ave,849,2000-01-09,False,False,849,2,0,0,Chocolate,Cake,8.95,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,531,2000-01-27,False,False,531,4,0,0,Chocolate,Cake,8.95,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,547,2000-01-11,False,True,547,4,0,0,Chocolate,Cake,8.95,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,547,2000-01-11,False,True,547,4,0,0,Chocolate,Cake,8.95,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,547,2000-01-11,False,True,547,4,0,0,Chocolate,Cake,8.95,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,547,2000-01-11,False,True,547,4,0,0,Chocolate,Cake,8.95,Food
14,CRATCH,RODNEY,2000-01-03,2000-01-17,Manager,True,14,Seattle,WA,98111,550 Thomas St,324,2000-01-11,False,False,324,4,0,0,Chocolate,Cake,8.95,Food
14,SEINER,CLEMENTE,2000-01-26,2000-01-29,Barista,False,41,Seattle,WA,98111,550 Thomas St,324,2000-01-11,False,False,324,4,0,0,Chocolate,Cake,8.95,Food
14,ROLLINGER,SANTOS,2000-01-13,2000-01-25,Shift Manager,True,42,Seattle,WA,98111,550 Thomas St,324,2000-01-11,False,False,324,4,0,0,Chocolate,Cake,8.95,Food
14,JI,STARLA,2000-01-07,2000-01-12,Shift Manager,True,43,Seattle,WA,98111,550 Thomas St,324,2000-01-11,False,False,324,4,0,0,Chocolate,Cake,8.95,Food
14,KOVALCHIK,DARRICK,2000-01-08,2000-01-21,Barista,True,44,Seattle,WA,98111,550 Thomas St,324,2000-01-11,False,False,324,4,0,0,Chocolate,Cake,8.95,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,594,2000-01-25,False,False,594,2,0,0,Chocolate,Cake,8.95,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,594,2000-01-25,False,False,594,2,0,0,Chocolate,Cake,8.95,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,594,2000-01-25,False,False,594,2,0,0,Chocolate,Cake,8.95,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,594,2000-01-25,False,False,594,2,0,0,Chocolate,Cake,8.95,Food
11,STILNER,TOVA,2000-01-19,2000-01-27,Manager,True,11,Sacramento,CA,94211,1420 15th st,761,2000-01-05,False,False,761,3,0,0,Chocolate,Cake,8.95,Food
1,COCOROS,ADAN,2000-08-19,2000-01-25,Manager,True,1,San Francisco,CA,94171,150 Hayes St,733,2000-03-18,True,False,733,1,0,0,Chocolate,Cake,8.95,Food
3,HUCKABEE,COLLEEN,2000-01-18,2000-01-28,Manager,True,3,Los Angeles,CA,90081,400 Lincoln Ave,948,2000-01-19,False,True,948,1,0,0,Chocolate,Cake,8.95,Food
3,TYSARCZYK,BENNY,2000-01-19,2000-01-20,Cashier,False,25,Los Angeles,CA,90081,400 Lincoln Ave,948,2000-01-19,False,True,948,1,0,0,Chocolate,Cake,8.95,Food
3,MCCOMISH,CLARINE,2000-01-16,2000-01-18,Barista,False,26,Los Angeles,CA,90081,400 Lincoln Ave,948,2000-01-19,False,True,948,1,0,0,Chocolate,Cake,8.95,Food
3,LUOTO,JENA,2000-01-27,2000-01-30,Barista,False,27,Los Angeles,CA,90081,400 Lincoln Ave,948,2000-01-19,False,True,948,1,0,0,Chocolate,Cake,8.95,Food
16,WORDLOW,WILL,2000-01-09,2000-01-14,Manager,True,16,Reno,NV,89507,446 Center St,59,2000-01-09,False,True,59,3,0,0,Chocolate,Cake,8.95,Food
10,DURNEY,FELIPE,2000-01-07,2000-01-18,Manager,True,10,Bakersfield,CA,93308,1850 Truxtun Ave,687,2000-01-29,True,True,687,3,0,0,Chocolate,Cake,8.95,Food
19,NOLLETTE,ANGELO,2000-01-22,2000-01-28,Manager,True,19,Flagstaff,AZ,86001,700 University Ave,520,2000-01-16,False,False,520,2,0,0,Chocolate,Cake,8.95,Food
19,CZWAKIEL,TALITHA,2000-01-25,2000-01-28,Manager,True,48,Flagstaff,AZ,86001,700 University Ave,520,2000-01-16,False,False,520,2,0,0,Chocolate,Cake,8.95,Food
19,SAVE,AUDRY,2000-01-21,2000-01-29,Manager,True,49,Flagstaff,AZ,86001,700 University Ave,520,2000-01-16,False,False,520,2,0,0,Chocolate,Cake,8.95,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,791,2000-01-19,False,True,791,5,0,0,Chocolate,Cake,8.95,Food
5,YERGIN,MARCELINA,2000-01-24,2000-01-27,Manager,True,5,Los Angeles,CA,90001,200 Olive St,664,2000-01-14,True,False,664,1,0,0,Chocolate,Cake,8.95,Food
5,BUBIER,ANDRES,2000-01-20,2000-01-26,Shift Manager,True,28,Los Angeles,CA,90001,200 Olive St,664,2000-01-14,True,False,664,1,0,0,Chocolate,Cake,8.95,Food
5,PLEAS,DEMARCUS,2000-01-21,2000-01-30,Barista,True,29,Los Angeles,CA,90001,200 Olive St,664,2000-01-14,True,False,664,1,0,0,Chocolate,Cake,8.95,Food
5,SCHNEIDMAN,MATT,2000-01-18,2000-01-23,Cashier,True,30,Los Angeles,CA,90001,200 Olive St,664,2000-01-14,True,False,664,1,0,0,Chocolate,Cake,8.95,Food
5,DILGARD,BEATA,2000-01-17,2000-01-18,Barista,True,31,Los Angeles,CA,90001,200 Olive St,664,2000-01-14,True,False,664,1,0,0,Chocolate,Cake,8.95,Food
5,KLINNERT,YON,2000-01-02,2000-01-12,Cashier,True,32,Los Angeles,CA,90001,200 Olive St,664,2000-01-14,True,False,664,1,0,0,Chocolate,Cake,8.95,Food
5,STATHIS,LAURICE,2000-01-08,2000-01-10,Cashier,False,33,Los Angeles,CA,90001,200 Olive St,664,2000-01-14,True,False,664,1,0,0,Chocolate,Cake,8.95,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,171,2000-01-17,False,True,171,2,0,0,Chocolate,Cake,8.95,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,171,2000-01-17,False,True,171,2,0,0,Chocolate,Cake,8.95,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,171,2000-01-17,False,True,171,2,0,0,Chocolate,Cake,8.95,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,171,2000-01-17,False,True,171,2,0,0,Chocolate,Cake,8.95,Food
18,LAZZARA,ROSALBA,2000-01-28,2000-01-30,Manager,True,18,Phoenix,AZ,85016,2400 Camelback Rd,434,2000-01-28,True,False,434,5,0,0,Chocolate,Cake,8.95,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,5,0,0,Chocolate,Cake,8.95,Food
2,PESCH,MARGARETT,2000-01-26,2000-01-30,Cashier,True,22,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,5,0,0,Chocolate,Cake,8.95,Food
2,HAUSLADEN,LUISE,2000-01-22,2000-01-29,Shift Manager,True,23,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,5,0,0,Chocolate,Cake,8.95,Food
2,IWANEJKO,BEA,2000-01-21,2000-01-24,Manager,True,24,San Luis Obispo,CA,93405,1430 Chorro St,465,2000-01-06,False,False,465,5,0,0,Chocolate,Cake,8.95,Food
15,PROO,SONIA,2000-01-03,2000-01-18,Manager,True,15,Olympia,WA,98512,312 State Ave,957,2000-01-20,False,False,957,2,0,0,Chocolate,Cake,8.95,Food
18,LAZZARA,ROSALBA,2000-01-28,2000-01-30,Manager,True,18,Phoenix,AZ,85016,2400 Camelback Rd,264,2000-01-29,True,True,264,5,0,0,Chocolate,Cake,8.95,Food
4,STIDMAN,WILLIEMAE,2000-01-02,2000-01-18,Manager,True,4,Los Angeles,CA,90001,800 Olympic Blvd,635,2000-01-17,False,False,635,3,0,0,Chocolate,Cake,8.95,Food
6,RININGER,LESTER,2000-01-26,2000-01-30,Manager,True,6,San Diego,CA,92110,1507 Front St,885,2000-01-08,True,False,885,3,0,0,Chocolate,Cake,8.95,Food
16,WORDLOW,WILL,2000-01-09,2000-01-14,Manager,True,16,Reno,NV,89507,446 Center St,779,2000-01-05,False,False,779,2,0,0,Chocolate,Cake,8.95,Food
17,HEISE,CHARMAINE,2000-01-23,2000-01-28,Manager,True,17,Las Vegas,NV,89101,4122 Rainbow Blvd,658,2000-01-15,True,False,658,2,0,0,Chocolate,Cake,8.95,Food
17,SMOTHERMAN,KARRI,2000-01-05,2000-01-28,Cashier,True,45,Las Vegas,NV,89101,4122 Rainbow Blvd,658,2000-01-15,True,False,658,2,0,0,Chocolate,Cake,8.95,Food
17,BOWERMAN,STEPHENIE,2000-01-03,2000-01-22,Manager,True,46,Las Vegas,NV,89101,4122 Rainbow Blvd,658,2000-01-15,True,False,658,2,0,0,Chocolate,Cake,8.95,Food
17,SPECKEN,MARC,2000-01-12,2000-01-13,Shift Manager,True,47,Las Vegas,NV,89101,4122 Rainbow Blvd,658,2000-01-15,True,False,658,2,0,0,Chocolate,Cake,8.95,Food
1,COCOROS,ADAN,2000-08-19,2000-01-25,Manager,True,1,San Francisco,CA,94171,150 Hayes St,750,2000-04-11,False,False,750,3,0,0,Chocolate,Cake,8.95,Food
2,ROHLA,JESSE,2000-03-27,2000-08-30,Manager,True,2,San Luis Obispo,CA,93405,1430 Chorro St,527,2000-01-13,False,False,527,2,0,0,Chocolate,Cake,8.95,Food
